# x_m,y_m
-502.990832,-226.374719
-498.786703,-231.501007
-494.545295,-236.660652
-490.296424,-241.820295
-486.032638,-247.013294
-481.739028,-252.239649
-477.460322,-257.488238
-473.174155,-262.770181
-468.887986,-268.118836
-464.564533,-273.445253
-460.218713,-278.849502
-456.372319,-283.631037
-451.996668,-289.090877
-447.658284,-294.561831
-443.267714,-300.121739
-438.906959,-305.726117
-434.553653,-311.374968
-430.177975,-317.034936
-425.750104,-322.706024
-421.247673,-328.377114
-416.700500,-334.003727
-412.093671,-339.530269
-407.494278,-344.934495
-402.961955,-350.082974
-398.578712,-355.031294
-394.344547,-359.746098
-390.237103,-364.327461
-386.293654,-368.764262
-382.462019,-373.089861
-378.742196,-377.282020
-375.149097,-381.362978
-371.675267,-385.321615
-368.320707,-389.157931
-365.055593,-392.827453
-361.939568,-396.330177
-358.920445,-399.666106
-355.975860,-402.846361
-353.105810,-405.804228
-350.258108,-408.528589
-347.402936,-411.052806
-344.503015,-413.321283
-341.535982,-415.356261
-338.546566,-417.135500
-335.452763,-418.692360
-332.344033,-419.993479
-329.138371,-421.061100
-325.932693,-421.872979
-322.667357,-422.395763
-319.409461,-422.662804
-316.159005,-422.651865
-313.035274,-422.407415
-310.015901,-421.896099
-307.041247,-421.140158
-304.163498,-420.161827
-301.405022,-418.949987
-298.676355,-417.515762
-296.059506,-415.848028
-293.517197,-413.946787
-291.176171,-411.856509
-288.969329,-409.588318
-286.948860,-407.153329
-285.196773,-404.618254
-283.675788,-401.905262
-282.371000,-399.114424
-281.274953,-396.223503
-280.372733,-393.199143
-279.679256,-390.130297
-279.194520,-386.994725
-278.970710,-383.781307
-278.963098,-380.534521
-279.246233,-377.265482
-279.730654,-373.940838
-280.423817,-370.627302
-281.362999,-367.324874
-282.503470,-364.078032
-283.845228,-360.853417
-285.373363,-357.651031
-286.908951,-354.448644
-288.355071,-351.123951
-289.637170,-347.665836
-290.777616,-344.085418
-291.724224,-340.427175
-292.491903,-336.646631
-293.095566,-332.777142
-293.497937,-328.818710
-293.654289,-324.838052
-293.594441,-320.779572
-293.296031,-316.698865
-292.759059,-312.584813
-291.998435,-308.437415
-290.984342,-304.301149
-289.768964,-300.153773
-288.315029,-296.017529
-286.637448,-291.925771
-284.751130,-287.867381
-282.648624,-283.875716
-280.359751,-279.973012
-277.839780,-276.159272
-275.111078,-272.445612
-272.166190,-268.832034
-269.027484,-265.363012
-265.680048,-262.027428
-262.153702,-258.791922
-258.478269,-255.734326
-254.623924,-252.765690
-250.687585,-249.930483
-246.587246,-247.195354
-242.360181,-244.571418
-238.013843,-242.003080
-233.578055,-239.568171
-229.045359,-237.188859
-224.445573,-234.831784
-219.808516,-232.474707
-215.149093,-229.973078
-210.512034,-227.326896
-205.942069,-224.558397
-201.424286,-221.600867
-196.995960,-218.476544
-192.664547,-215.152069
-188.385319,-211.705279
-184.203003,-208.047220
-180.095237,-204.266844
-176.114205,-200.330794
-172.230088,-196.261308
-168.442886,-192.080625
-164.774964,-187.755388
-161.203956,-183.296716
-157.744774,-178.704609
-154.389962,-174.012425
-151.154430,-169.186806
-148.008359,-164.283349
-144.944294,-159.290935
-141.954781,-154.198445
-139.039819,-149.039237
-136.191955,-143.824430
-133.366459,-138.542907
-130.570786,-133.216905
-127.775117,-127.846425
-124.971998,-122.453705
-122.168884,-117.016507
-119.350864,-111.534832
-116.532850,-106.030917
-113.714839,-100.471405
-110.889379,-94.889654
-108.086288,-89.263424
-105.290656,-83.570477
-102.815594,-78.500195
-100.027425,-72.740531
-97.246717,-66.936389
-94.473469,-61.143365
-91.707681,-55.372577
-88.904624,-49.512835
-86.116483,-43.641973
-83.291072,-37.682157
-80.488031,-31.755696
-77.655177,-25.762519
-74.837238,-19.758222
-72.004395,-13.687208
-69.156647,-7.582836
-66.316361,-1.433986
-63.461170,4.748223
-60.598531,10.952672
-57.713534,17.212717
-54.813633,23.483883
-51.876466,29.777289
-48.924396,36.092934
-45.957423,42.453058
-42.975548,48.824302
-40.008587,55.251143
-37.049088,61.711343
-34.082141,68.182665
-31.107745,74.698464
-28.148266,81.258741
-25.188793,87.841259
-22.221872,94.446016
-19.254957,101.095251
-16.302959,107.755607
-13.373331,114.460442
-10.451164,121.187516
-7.551367,127.947949
-4.681395,134.752861
-1.841247,141.591131
0.969076,148.451641
3.749575,155.345510
6.492795,162.294976
9.206191,169.244443
11.912125,176.271746
14.550963,183.321288
17.197250,190.404189
19.813712,197.498210
22.430167,204.625590
25.039162,211.786328
27.640695,218.980426
30.227314,226.185643
32.813925,233.424220
35.355804,240.707273
37.897677,247.990328
40.402271,255.317861
42.906859,262.656514
45.403986,270.028525
47.908560,277.411657
50.413128,284.805909
52.917690,292.211281
55.452062,299.650013
57.986427,307.099864
60.543148,314.538598
63.129679,322.010691
65.716203,329.471666
68.325083,336.966000
70.933956,344.460335
73.557731,351.976910
76.211315,359.482368
78.917071,366.987828
81.689908,374.482170
84.552187,381.943158
87.526272,389.370792
90.552528,396.720595
93.608596,403.903612
96.612483,410.797532
99.571642,417.424594
102.493529,423.807035
105.370688,429.989333
108.203122,435.938129
110.990829,441.664542
113.838166,447.257529
116.678048,452.605895
119.532837,457.754119
122.387626,462.691081
125.264777,467.361184
128.171744,471.853384
131.101074,476.123203
134.067674,480.170641
137.056637,483.984579
140.105234,487.598375
143.206011,490.967553
146.396236,494.169948
149.668459,497.061011
153.074856,499.763054
156.622880,502.276077
160.245447,504.566721
163.972372,506.657226
167.840928,508.458640
171.813844,510.048796
175.868759,511.372097
180.042942,512.495260
184.232040,513.362687
188.510592,513.985498
192.818967,514.363692
197.179526,514.530627
201.525187,514.419587
205.900672,514.063929
210.186721,513.441412
214.465325,512.585396
218.684308,511.484760
222.813853,510.172859
226.831603,508.571859
230.767369,506.759595
234.613699,504.724946
238.296055,502.445673
241.881520,499.955134
245.347734,497.264447
248.731965,494.395853
251.996945,491.327110
255.075584,488.102693
258.005156,484.689246
260.740935,481.120123
263.282919,477.417563
265.683287,473.559330
267.874951,469.589896
269.828096,465.487022
271.602352,461.272949
273.145542,456.947674
274.472569,452.566794
275.508894,448.096946
276.366330,443.515899
276.955426,438.834767
277.305992,434.153623
277.470210,429.427993
277.395899,424.680114
277.083057,419.921105
276.531686,415.128726
275.749237,410.347456
274.758072,405.555056
273.558189,400.784885
272.157044,396.003586
270.576996,391.266755
268.810591,386.541035
266.865283,381.848665
264.748526,377.178526
262.460318,372.541737
259.970843,367.938298
257.272644,363.434922
254.417900,358.998256
251.346976,354.661654
248.126962,350.380643
244.735492,346.210819
241.187477,342.107704
237.460553,338.093537
233.606897,334.190559
229.589240,330.387650
225.422490,326.684810
221.121556,323.059801
216.701346,319.501506
212.221494,316.021047
207.585098,312.540585
202.896514,309.149079
198.103564,305.802049
193.236064,302.499497
188.301471,299.196947
183.344510,295.849925
178.342820,292.447309
173.348579,289.033579
168.354335,285.508662
163.367542,281.894796
158.403107,278.191982
153.490850,274.355744
148.668042,270.352725
143.919772,266.227402
139.260951,261.957536
134.669215,257.565365
130.211652,253.006413
125.836082,248.347395
121.594686,243.521595
117.472554,238.617967
113.417507,233.525318
109.504086,228.377079
105.717384,223.139892
101.975402,217.813755
98.322867,212.387549
94.715052,206.916871
91.151958,201.357242
87.655947,195.742020
84.227020,190.048968
80.887540,184.289205
77.615144,178.429371
74.447103,172.502827
71.368510,166.509570
68.342093,160.427363
65.375304,154.311801
62.460692,148.118406
59.590800,141.869418
56.765629,135.598194
53.947907,129.282495
51.182359,122.944559
48.416807,116.495433
45.710884,110.057428
43.019865,103.552710
40.373567,97.025755
37.764535,90.454326
35.148044,83.838420
32.539001,77.222517
29.915042,70.584376
27.276169,63.935117
24.614926,57.263621
21.938768,50.569888
19.255149,43.842798
16.556615,37.104591
13.850620,30.366386
11.137164,23.605943
8.386429,16.823264
5.643141,10.040585
0.000000,0.000000
