# x_m,y_m
315.998552,-325.671977
314.475523,-324.484021
312.994833,-323.208328
311.557956,-321.846300
310.166034,-320.400500
308.819597,-318.873489
307.520777,-317.263620
306.267838,-315.572480
305.053828,-313.806532
303.866102,-311.979105
302.705625,-310.086174
301.571630,-308.131549
300.465567,-306.119408
299.395664,-304.048624
298.368540,-301.917305
297.387319,-299.724261
296.452837,-297.470835
295.565710,-295.158094
294.732448,-292.786067
293.958178,-290.358598
293.236827,-287.883249
292.558037,-285.362612
291.919827,-282.791413
291.308451,-280.182307
290.692631,-277.546945
290.048304,-274.899905
289.364761,-272.260672
288.637468,-269.630591
287.861302,-267.008379
287.034680,-264.401874
286.158041,-261.821566
285.231584,-259.273799
284.255991,-256.758969
283.225037,-254.281009
282.134192,-251.851569
280.993112,-249.475544
279.798784,-247.154137
278.547842,-244.885413
277.239209,-242.671979
275.878934,-240.512462
274.463343,-238.411498
272.995229,-236.371252
271.477718,-234.391936
269.910676,-232.475579
268.295005,-230.624392
266.634511,-228.837384
264.927829,-227.118884
263.179778,-225.468207
261.393261,-223.893372
259.573842,-222.395004
257.725349,-220.969703
255.851124,-219.613246
253.949937,-218.335924
252.025064,-217.133529
250.075867,-216.002706
248.093485,-214.989397
246.093707,-214.052570
244.075435,-213.196738
242.035567,-212.442744
239.979933,-211.777934
237.910928,-211.194042
235.825717,-210.723806
233.727293,-210.409415
231.622141,-210.173365
229.511096,-209.981075
227.397656,-209.843920
223.168016,-209.947504
221.055731,-210.146220
218.945054,-210.446363
216.839836,-210.855189
214.740845,-211.354737
212.650348,-211.958472
210.571687,-212.655428
208.506995,-213.452103
206.457725,-214.344074
204.418421,-215.312922
202.384550,-216.341296
200.360931,-217.442293
198.344287,-218.612619
196.320559,-219.809965
194.278069,-220.982578
192.208873,-222.101902
190.111652,-223.148022
187.993114,-224.108892
185.859375,-224.978659
183.708058,-225.763755
181.539296,-226.479018
179.362019,-227.127251
177.186984,-227.704278
175.022086,-228.211424
172.869812,-228.642636
170.730600,-228.991952
168.603715,-229.253823
166.482315,-229.426327
164.360780,-229.499751
162.240783,-229.474798
160.124456,-229.346495
158.013285,-229.115423
155.906797,-228.782665
153.803562,-228.345963
151.700732,-227.815808
149.596779,-227.195585
147.494473,-226.482488
145.396499,-225.678607
143.305342,-224.787722
141.221784,-223.812258
139.145846,-222.758192
137.077946,-221.627033
135.019020,-220.417471
132.970167,-219.134003
130.934785,-217.770179
128.913018,-216.330910
126.904734,-214.820113
124.911241,-213.236081
122.932496,-211.582352
120.967013,-209.863271
119.013376,-208.084388
117.070538,-206.249942
115.138247,-204.361641
113.217086,-202.420888
111.307594,-200.428520
109.409859,-198.386079
107.524353,-196.293839
105.653871,-194.154742
103.806892,-191.980575
101.985428,-189.779145
100.179604,-187.545144
98.380313,-185.273665
96.589106,-182.966917
94.806676,-180.627311
93.032286,-178.254845
91.265177,-175.851167
89.503832,-173.417542
87.745193,-170.958437
85.985731,-168.479099
84.220023,-165.986876
82.441504,-163.490643
80.645214,-160.996682
78.827624,-158.512417
76.985609,-156.043050
75.115914,-153.593580
73.216588,-151.168933
71.285866,-148.773454
69.324000,-146.408729
67.328604,-144.077625
65.298314,-141.784732
63.235924,-139.528676
61.143116,-137.309305
59.017724,-135.128404
56.860518,-132.988472
52.449376,-128.842161
50.196776,-126.838632
47.912780,-124.884132
45.597563,-122.980688
43.253149,-121.127948
40.879775,-119.326044
38.478117,-117.575165
36.048323,-115.876835
33.591806,-114.230180
31.108341,-112.636516
28.598195,-111.099084
26.064642,-109.613791
23.505900,-108.181505
20.924290,-106.802798
18.322135,-105.471761
15.699210,-104.187907
13.056050,-102.950687
10.393715,-101.760436
7.712586,-100.617108
5.012392,-99.521070
2.295125,-98.470308
-0.439033,-97.464113
-3.190244,-96.506931
-5.958337,-95.598776
-8.742170,-94.737187
-11.542988,-93.923732
-14.356467,-93.150240
-17.185311,-92.417481
-20.027493,-91.719287
-22.883662,-91.057304
-25.752110,-90.428895
-28.633205,-89.831819
-31.526872,-89.267844
-34.432797,-88.736917
-37.350540,-88.239114
-40.279370,-87.774091
-43.221148,-87.344350
-46.173096,-86.949220
-49.136258,-86.587763
-52.110885,-86.265383
-55.094665,-85.979665
-58.089283,-85.737661
-61.093610,-85.541176
-64.107279,-85.392210
-67.129933,-85.290905
-70.161210,-85.237965
-73.200945,-85.233525
-76.248587,-85.275574
-79.304104,-85.362884
-82.367265,-85.494616
-85.437289,-85.666409
-88.514616,-85.876983
-91.599450,-86.131698
-94.690135,-86.423233
-97.788487,-86.750622
-100.893597,-87.111996
-104.005658,-87.507173
-107.124297,-87.935191
-110.249420,-88.393916
-113.381142,-88.882181
-116.520003,-89.402275
-119.664198,-89.944590
-122.816588,-90.511376
-125.975049,-91.097082
-129.142419,-91.699056
-132.316267,-92.313973
-135.498893,-92.938739
-138.690053,-93.569518
-141.889550,-94.204855
-145.098274,-94.845625
-148.314896,-95.494094
-151.539920,-96.148644
-154.772809,-96.812647
-158.012946,-97.486154
-161.262256,-98.170913
-164.517494,-98.862531
-167.781729,-99.559911
-171.053828,-100.261833
-174.334100,-100.967244
-177.622532,-101.675307
-180.919048,-102.385366
-184.223318,-103.096718
-187.535771,-103.808786
-190.856616,-104.522597
-194.183851,-105.236780
-197.519061,-105.952105
-200.861595,-106.668708
-204.210773,-107.386453
-207.554562,-108.101506
-210.842726,-108.802599
-214.052170,-109.487417
-217.178120,-110.154739
-220.217102,-110.803903
-223.172017,-111.433795
-226.044231,-112.039605
-228.834161,-112.621189
-231.544578,-113.181161
-234.180453,-113.722882
-236.734637,-114.245798
-239.203898,-114.746775
-241.595758,-115.222412
-243.916858,-115.670803
-246.168365,-116.087558
-248.349486,-116.461545
-250.468843,-116.789829
-252.532441,-117.067005
-254.543489,-117.283923
-256.515604,-117.432762
-258.460267,-117.511432
-260.382381,-117.515352
-262.285928,-117.443316
-264.173284,-117.292297
-266.046494,-117.058362
-267.908108,-116.738683
-269.756279,-116.326755
-271.588324,-115.827269
-273.402154,-115.238234
-275.194907,-114.558042
-276.964386,-113.785724
-278.708609,-112.920504
-280.427468,-111.964294
-282.118763,-110.917049
-283.779546,-109.779082
-285.408080,-108.553977
-287.000955,-107.241031
-288.555884,-105.842044
-290.073241,-104.360394
-291.549947,-102.791751
-292.981778,-101.139895
-294.365392,-99.411308
-295.699337,-97.609360
-296.984757,-95.736115
-298.223653,-93.793389
-299.417984,-91.779398
-300.568584,-89.696779
-301.672397,-87.546105
-302.731556,-85.334335
-303.742081,-83.060914
-304.705247,-80.731636
-305.617403,-78.346371
-306.476702,-75.908458
-307.285432,-73.421534
-308.042735,-70.885980
-308.748500,-68.305242
-309.398616,-65.680678
-309.990596,-63.013698
-310.527608,-60.308502
-311.012491,-57.567000
-311.452523,-54.792844
-311.851929,-51.988008
-312.212337,-49.154028
-312.536781,-46.293522
-312.824668,-43.407334
-313.075272,-40.498322
-313.287824,-37.565289
-313.461201,-34.608693
